male:C7-x, male:C7-y, male:C7-z, male:CLAV-x, male:CLAV-y, male:CLAV-z, male:LANK-x, male:LANK-y, male:LANK-z, male:LBHD-x, male:LBHD-y, male:LBHD-z, male:LBWT-x, male:LBWT-y, male:LBWT-z, male:LELB-x, male:LELB-y, male:LELB-z, male:LFHD-x, male:LFHD-y, male:LFHD-z, male:LFIN-x, male:LFIN-y, male:LFIN-z, male:LFRM-x, male:LFRM-y, male:LFRM-z, male:LFWT-x, male:LFWT-y, male:LFWT-z, male:LHEE-x, male:LHEE-y, male:LHEE-z, male:LKNE-x, male:LKNE-y, male:LKNE-z, male:LMT5-x, male:LMT5-y, male:LMT5-z, male:LSHN-x, male:LSHN-y, male:LSHN-z, male:LSHO-x, male:LSHO-y, male:LSHO-z, male:LTHI-x, male:LTHI-y, male:LTHI-z, male:LTOE-x, male:LTOE-y, male:LTOE-z, male:LUPA-x, male:LUPA-y, male:LUPA-z, male:LWRA-x, male:LWRA-y, male:LWRA-z, male:LWRB-x, male:LWRB-y, male:LWRB-z, male:RANK-x, male:RANK-y, male:RANK-z, male:RBAC-x, male:RBAC-y, male:RBAC-z, male:RBHD-x, male:RBHD-y, male:RBHD-z, male:RBWT-x, male:RBWT-y, male:RBWT-z, male:RELB-x, male:RELB-y, male:RELB-z, male:RFHD-x, male:RFHD-y, male:RFHD-z, male:RFIN-x, male:RFIN-y, male:RFIN-z, male:RFRM-x, male:RFRM-y, male:RFRM-z, male:RFWT-x, male:RFWT-y, male:RFWT-z, male:RHEE-x, male:RHEE-y, male:RHEE-z, male:RKNE-x, male:RKNE-y, male:RKNE-z, male:RMT5-x, male:RMT5-y, male:RMT5-z, male:RSHN-x, male:RSHN-y, male:RSHN-z, male:RSHO-x, male:RSHO-y, male:RSHO-z, male:RTHI-x, male:RTHI-y, male:RTHI-z, male:RTOE-x, male:RTOE-y, male:RTOE-z, male:RUPA-x, male:RUPA-y, male:RUPA-z, male:RWRA-x, male:RWRA-y, male:RWRA-z, male:RWRB-x, male:RWRB-y, male:RWRB-z, male:STRN-x, male:STRN-y, male:STRN-z, male:T10-x, male:T10-y, male:T10-z
-1009.29071044922, -205.024551391602, 1395.42333984375, -908.946472167969, -174.192733764648, 1304.79333496094, -1579.39428710938, -103.704246520996, 86.6873321533203, -978.947021484375, -136.257431030273, 1511.703125, -1187.88525390625, -226.16780090332, 890.158081054688, -947.26611328125, 108.457580566406, 1018.05267333984, -834.310852050781, -121.075981140137, 1569.89282226562, -642.0029296875, 4.42822265625, 1121.12634277344, -799.764953613281, 62.0248565673828, 1010.51373291016, -1061.38452148438, -58.8839378356934, 861.985290527344, -1625.44067382812, -169.937240600586, 61.9709205627441, -1275.25561523438, -13.125659942627, 391.362670898438, -1539.01123046875, -22.9708423614502, 41.605640411377, -1459.1337890625, -59.6778259277344, 223.943054199219, -1026.32299804688, -31.4635391235352, 1334.06726074219, -1225.037109375, -8.1873083114624, 514.530395507812, -1443.75256347656, 5.33912944793701, 38.459529876709, -998.029479980469, 76.6276626586914, 1123.54821777344, -718.499084472656, -1.0274772644043, 1173.72534179688, -635.875122070312, 33.5663833618164, 1051.30810546875, -819.306579589844, -287.810577392578, 73.8141708374023, -1071.06079101562, -343.216735839844, 1266.81640625, -986.358703613281, -217.327407836914, 1507.39184570312, -1145.17407226562, -319.697570800781, 876.646789550781, -912.060913085938, -580.018188476562, 1066.52673339844, -844.586730957031, -271.058715820312, 1553.13354492188, -591.760925292969, -517.322265625, 975.643005371094, -828.407836914062, -580.885620117188, 1002.85913085938, -947.031860351562, -319.564849853516, 856.423400878906, -866.888671875, -226.468139648438, 55.9842720031738, -683.999633789062, -373.596740722656, 471.001678466797, -735.692993164062, -340.780517578125, 36.4506187438965, -748.642272949219, -368.415466308594, 351.265838623047, -928.975830078125, -350.077392578125, 1329.35632324219, -841.002563476562, -397.881286621094, 686.164184570312, -637.717163085938, -311.903015136719, 36.1929550170898, -919.896362304688, -464.9541015625, 1216.09350585938, -643.175231933594, -437.419555664062, 1035.77014160156, -619.184448242188, -565.301452636719, 961.522155761719, -897.034912109375, -139.895217895508, 1066.86340332031, -1128.11999511719, -248.608032226562, 1092.19396972656
-1002.96893310547, -208.640258789062, 1396.20849609375, -901.288024902344, -179.026885986328, 1306.1064453125, -1578.14270019531, -104.388671875, 89.0010223388672, -972.926147460938, -141.443313598633, 1512.83850097656, -1182.10205078125, -224.258880615234, 891.567077636719, -928.400207519531, 105.800369262695, 1022.81604003906, -828.480651855469, -126.526313781738, 1571.49523925781, -627.705139160156, -4.05037117004395, 1132.01501464844, -781.733276367188, 56.4623413085938, 1018.29766845703, -1053.86022949219, -58.2080841064453, 862.867248535156, -1623.82116699219, -170.884094238281, 64.9045791625977, -1273.71496582031, -15.3365879058838, 393.604248046875, -1538.43322753906, -23.555534362793, 41.968864440918, -1457.65576171875, -61.2743377685547, 226.173980712891, -1015.44146728516, -34.4412269592285, 1336.28747558594, -1222.18212890625, -9.87568092346191, 516.275573730469, -1443.65466308594, 5.34129953384399, 38.3797225952148, -981.737426757812, 74.2780609130859, 1127.20739746094, -705.323913574219, -8.60233211517334, 1183.12280273438, -619.127258300781, 24.4626064300537, 1062.64990234375, -820.285400390625, -289.115783691406, 72.7228622436523, -1066.86840820312, -344.384582519531, 1266.63562011719, -980.56787109375, -222.675430297852, 1508.38696289062, -1139.79638671875, -318.136566162109, 877.66650390625, -915.104309082031, -584.252380371094, 1066.22326660156, -838.755798339844, -276.437072753906, 1554.62976074219, -594.303466796875, -530.029357910156, 972.922790527344, -832.503845214844, -587.121704101562, 1001.71868896484, -941.619262695312, -319.995727539062, 857.329956054688, -869.090759277344, -229.023284912109, 55.4505310058594, -680.477478027344, -372.447479248047, 469.110107421875, -736.133911132812, -341.011962890625, 36.3827819824219, -746.564453125, -369.062072753906, 350.116546630859, -925.131103515625, -354.670013427734, 1329.65148925781, -836.854370117188, -397.729614257812, 684.576416015625, -638.364807128906, -310.972625732422, 36.3560829162598, -918.584838867188, -469.278503417969, 1216.05932617188, -643.013061523438, -448.459869384766, 1032.99523925781, -623.109497070312, -577.123291015625, 958.966857910156, -888.241149902344, -143.584976196289, 1068.07690429688, -1122.25268554688, -247.599166870117, 1092.86535644531
-996.5634765625, -212.402862548828, 1397.00366210938, -893.684997558594, -184.254028320312, 1307.54284667969, -1576.13391113281, -104.732208251953, 92.0388031005859, -967.725646972656, -147.414779663086, 1515.138671875, -1176.21057128906, -222.048492431641, 892.942443847656, -909.115417480469, 102.938865661621, 1027.9658203125, -821.853942871094, -132.303268432617, 1573.59008789062, -613.393432617188, -12.6994943618774, 1143.43518066406, -764.325622558594, 50.5171203613281, 1026.21838378906, -1045.794921875, -57.4201507568359, 863.813842773438, -1621.84484863281, -171.624389648438, 69.8383102416992, -1270.10595703125, -16.8347110748291, 395.478363037109, -1538.28491210938, -24.4993991851807, 42.9138832092285, -1455.08825683594, -62.3985748291016, 228.930572509766, -1004.16809082031, -37.7198905944824, 1338.89208984375, -1218.3017578125, -11.4916524887085, 517.923278808594, -1443.63989257812, 5.25703859329224, 38.2477111816406, -964.773254394531, 71.7411193847656, 1131.32543945312, -691.780700683594, -16.1349258422852, 1193.26843261719, -602.534362792969, 14.6130809783936, 1074.4931640625, -820.85546875, -290.171081542969, 72.4816665649414, -1062.24853515625, -345.310211181641, 1266.51098632812, -974.685852050781, -228.373580932617, 1509.46569824219, -1134.64953613281, -316.437744140625, 878.907043457031, -919.059387207031, -588.620849609375, 1065.89807128906, -832.983947753906, -282.289794921875, 1556.20788574219, -597.712768554688, -542.714477539062, 970.176086425781, -837.094482421875, -593.452392578125, 1000.63098144531, -936.0625, -320.547729492188, 858.224060058594, -870.442443847656, -230.82307434082, 55.2402000427246, -676.483520507812, -371.493988037109, 468.117126464844, -736.119445800781, -340.794860839844, 36.3642616271973, -742.997375488281, -370.041046142578, 349.625640869141, -921.450866699219, -359.599151611328, 1329.96484375, -832.534851074219, -397.419738769531, 683.071350097656, -638.7626953125, -310.259033203125, 36.739315032959, -917.690002441406, -473.755828857422, 1215.96704101562, -643.221557617188, -459.932556152344, 1030.67309570312, -627.819519042969, -589.087768554688, 956.419250488281, -879.569091796875, -147.412353515625, 1069.40063476562, -1116.44836425781, -246.350830078125, 1093.8212890625
-990.091064453125, -216.341369628906, 1397.96936035156, -886.018249511719, -189.744262695312, 1309.20068359375, -1573.9794921875, -105.152854919434, 96.4694595336914, -961.575866699219, -153.368759155273, 1516.71179199219, -1170.16430664062, -219.567581176758, 894.3251953125, -890.180725097656, 99.6654739379883, 1033.50329589844, -815.841735839844, -138.670715332031, 1575.7607421875, -599.441528320312, -21.5923385620117, 1155.12280273438, -746.164794921875, 44.3359375, 1034.76879882812, -1037.62182617188, -56.8217658996582, 864.844787597656, -1619.37609863281, -172.424377441406, 75.7826919555664, -1264.82702636719, -17.852367401123, 396.992889404297, -1537.28369140625, -25.4965553283691, 44.2330055236816, -1451.16650390625, -63.2395248413086, 232.328765869141, -992.700744628906, -41.218864440918, 1341.61413574219, -1212.52819824219, -12.6744422912598, 519.27001953125, -1443.61352539062, 5.18190717697144, 38.1610984802246, -947.925964355469, 68.9061965942383, 1135.85314941406, -678.637573242188, -23.5392036437988, 1203.27416992188, -586.369812011719, 4.65804100036621, 1086.48547363281, -820.725952148438, -290.658905029297, 71.9144287109375, -1058.26696777344, -346.266540527344, 1266.51818847656, -968.503173828125, -234.311752319336, 1510.61328125, -1129.42358398438, -314.676147460938, 880.423461914062, -923.778076171875, -592.816223144531, 1065.51953125, -827.076354980469, -288.614593505859, 1557.93688964844, -601.750671386719, -555.60009765625, 967.579650878906, -842.208068847656, -599.460571289062, 999.558532714844, -931.3359375, -321.650634765625, 859.793334960938, -870.745422363281, -231.276153564453, 54.791187286377, -672.667358398438, -370.523101806641, 467.542724609375, -736.001586914062, -340.4091796875, 36.419490814209, -738.263427734375, -370.823455810547, 349.073577880859, -918.038024902344, -364.747619628906, 1330.42602539062, -828.1015625, -397.153167724609, 682.030395507812, -638.863830566406, -309.862823486328, 36.8769493103027, -917.580993652344, -478.456268310547, 1215.89318847656, -644.431091308594, -471.710632324219, 1028.48364257812, -633.417541503906, -601.03955078125, 953.842834472656, -870.066223144531, -151.70703125, 1070.99841308594, -1110.2705078125, -244.766815185547, 1094.68933105469
-983.699157714844, -220.255981445312, 1399.3779296875, -878.225524902344, -195.545928955078, 1311.1142578125, -1570.61511230469, -105.147476196289, 102.168601989746, -955.252868652344, -159.579284667969, 1518.29650878906, -1163.98352050781, -217.02848815918, 895.969055175781, -871.062438964844, 96.1052780151367, 1039.29870605469, -810.008544921875, -145.399841308594, 1578.46801757812, -585.806274414062, -30.4555702209473, 1167.197265625, -728.159973144531, 37.9431915283203, 1043.44677734375, -1028.60595703125, -56.4691162109375, 865.988037109375, -1616.22631835938, -172.975006103516, 83.8879318237305, -1256.96691894531, -18.0608978271484, 398.131011962891, -1536.07275390625, -26.422830581665, 46.316520690918, -1445.4521484375, -63.2166023254395, 236.010391235352, -980.862243652344, -45.0096702575684, 1344.56066894531, -1204.34814453125, -12.9765586853027, 520.35595703125, -1443.50183105469, 5.10982275009155, 38.0826606750488, -931.026916503906, 65.8356552124023, 1140.79479980469, -666.500793457031, -30.5735206604004, 1213.81188964844, -570.678894042969, -5.13416957855225, 1098.91430664062, -820.36767578125, -290.8828125, 71.5904998779297, -1054.39916992188, -347.052093505859, 1266.84729003906, -962.41748046875, -240.504241943359, 1512.01806640625, -1124.306640625, -312.888397216797, 882.24755859375, -928.704528808594, -596.788452148438, 1065.09631347656, -821.635864257812, -295.291290283203, 1559.97680664062, -606.857482910156, -568.430297851562, 964.97900390625, -848.370666503906, -605.447509765625, 998.79248046875, -926.345825195312, -322.732666015625, 861.114624023438, -870.847290039062, -231.511077880859, 54.532772064209, -669.262817382812, -369.510498046875, 467.028991699219, -735.6064453125, -339.574615478516, 36.5584831237793, -732.758178710938, -371.02001953125, 347.779815673828, -914.846801757812, -369.977752685547, 1331.02758789062, -823.397399902344, -397.057647705078, 682.228393554688, -638.784484863281, -309.190826416016, 36.7866516113281, -917.90185546875, -483.19970703125, 1215.84606933594, -646.763854980469, -483.516326904297, 1026.34997558594, -640.18701171875, -612.885437011719, 951.259399414062, -862.445556640625, -155.832885742188, 1072.49450683594, -1104.00061035156, -242.985870361328, 1095.82434082031
-977.234252929688, -224.192321777344, 1401.21435546875, -870.641662597656, -201.603012084961, 1313.58483886719, -1566.39892578125, -104.650535583496, 109.489814758301, -948.973571777344, -166.119384765625, 1520.51196289062, -1157.28369140625, -214.450790405273, 897.992858886719, -852.649230957031, 92.4477386474609, 1045.79504394531, -803.803161621094, -152.607391357422, 1581.27502441406, -572.595947265625, -39.2011795043945, 1179.56909179688, -711.191162109375, 31.5854988098145, 1052.93469238281, -1019.48107910156, -56.5115165710449, 867.698425292969, -1611.74230957031, -172.94514465332, 94.0630187988281, -1246.19750976562, -17.0203018188477, 398.703491210938, -1534.18090820312, -27.1197471618652, 49.2837371826172, -1437.77404785156, -62.4081954956055, 240.173980712891, -969.067993164062, -49.0038986206055, 1347.97790527344, -1193.22009277344, -12.1079435348511, 520.9599609375, -1443.38256835938, 5.01114559173584, 38.0386619567871, -913.903869628906, 62.3532562255859, 1146.06140136719, -653.855712890625, -38.1194076538086, 1224.28869628906, -554.857727050781, -15.0789155960083, 1111.6337890625, -820.104125976562, -291.131744384766, 71.3762512207031, -1050.75134277344, -347.756256103516, 1267.64282226562, -956.307861328125, -246.950607299805, 1513.79309082031, -1119.49426269531, -311.452545166016, 884.578979492188, -935.097106933594, -600.141357421875, 1065.21887207031, -815.673156738281, -302.336639404297, 1562.00402832031, -613.156982421875, -581.19873046875, 962.461791992188, -855.141296386719, -611.065490722656, 998.1259765625, -921.389587402344, -324.276397705078, 863.231140136719, -871.259094238281, -232.088348388672, 54.3090667724609, -666.181030273438, -368.026397705078, 466.291809082031, -734.911804199219, -338.265167236328, 36.7182273864746, -727.114501953125, -370.530822753906, 345.884155273438, -911.978515625, -375.283874511719, 1332.1142578125, -818.590515136719, -397.194000244141, 683.009216308594, -638.597778320312, -308.140747070312, 36.7215003967285, -919.270874023438, -487.715240478516, 1216.3125, -649.883911132812, -495.623413085938, 1024.73791503906, -647.676696777344, -624.736389160156, 948.705688476562, -853.22607421875, -160.646926879883, 1074.40905761719, -1097.76452636719, -241.04704284668, 1097.39636230469
-970.84814453125, -228.078552246094, 1403.45593261719, -863.183349609375, -207.881881713867, 1316.27734375, -1560.63366699219, -103.525161743164, 118.579292297363, -942.798950195312, -172.75358581543, 1523.11694335938, -1150.30139160156, -211.934326171875, 900.37109375, -834.168823242188, 88.7308959960938, 1052.66357421875, -797.6904296875, -160.069885253906, 1584.50561523438, -559.766418457031, -47.8796348571777, 1192.20324707031, -693.659484863281, 25.2067756652832, 1062.75720214844, -1009.63018798828, -57.1224937438965, 869.656677246094, -1605.72473144531, -172.223327636719, 106.711395263672, -1232.27221679688, -14.885274887085, 398.553588867188, -1531.64025878906, -27.7300415039062, 53.1480178833008, -1427.98205566406, -60.651123046875, 245.125076293945, -957.188293457031, -53.2529678344727, 1351.59106445312, -1178.6650390625, -10.4839315414429, 520.71728515625, -1443.25671386719, 4.75541305541992, 38.0830612182617, -897.039733886719, 58.5386962890625, 1152.06274414062, -641.833312988281, -45.6526336669922, 1235.04821777344, -539.708618164062, -24.6188087463379, 1124.91027832031, -819.962463378906, -291.283782958984, 71.1081924438477, -1047.34875488281, -348.270385742188, 1269.0185546875, -950.241638183594, -253.544387817383, 1515.89440917969, -1114.4296875, -310.093688964844, 887.244689941406, -941.525512695312, -602.923828125, 1065.33532714844, -810.147766113281, -309.595245361328, 1564.44116210938, -620.254028320312, -593.722229003906, 959.7822265625, -862.853210449219, -616.215209960938, 997.769592285156, -916.582397460938, -326.172698974609, 865.562133789062, -871.957336425781, -232.829147338867, 54.040168762207, -663.761413574219, -366.299957275391, 465.508453369141, -734.157287597656, -336.922210693359, 36.8025665283203, -722.185852050781, -369.297546386719, 344.016662597656, -909.583862304688, -380.509796142578, 1333.69567871094, -814.128479003906, -397.8779296875, 683.920532226562, -637.951416015625, -306.226043701172, 36.7625923156738, -921.061279296875, -492.036926269531, 1217.13757324219, -653.679321289062, -507.702117919922, 1023.11962890625, -656.550903320312, -636.1318359375, 946.214538574219, -844.161865234375, -165.954345703125, 1076.70263671875, -1091.22790527344, -239.056350708008, 1099.34204101562
-964.598388671875, -231.927551269531, 1406.08679199219, -855.819580078125, -214.362838745117, 1319.35314941406, -1553.05883789062, -101.394927978516, 129.604339599609, -936.564758300781, -179.484710693359, 1526.02160644531, -1143.23474121094, -209.519683837891, 903.163330078125, -816.272033691406, 84.9818344116211, 1060.15356445312, -791.555419921875, -167.702194213867, 1588.11120605469, -547.444885253906, -56.2581748962402, 1204.88159179688, -676.878723144531, 19.0033950805664, 1072.87829589844, -999.406372070312, -58.078670501709, 871.952819824219, -1597.7744140625, -170.638427734375, 122.062393188477, -1215.0263671875, -11.6203594207764, 397.940246582031, -1528.61987304688, -28.157844543457, 58.3257484436035, -1415.87634277344, -57.6131324768066, 250.869491577148, -945.123229980469, -57.8273887634277, 1355.51989746094, -1161.33459472656, -8.41647815704346, 519.805908203125, -1443.52062988281, 4.11846017837524, 38.3210563659668, -880.027770996094, 54.6406860351562, 1158.65673828125, -630.697509765625, -53.2370414733887, 1245.92456054688, -525.071350097656, -33.7557563781738, 1138.65124511719, -819.676696777344, -291.207916259766, 70.7109680175781, -1044.33740234375, -348.625915527344, 1271.00524902344, -944.323913574219, -260.235229492188, 1518.36303710938, -1109.37158203125, -308.823577880859, 890.398010253906, -948.469787597656, -604.92724609375, 1065.701171875, -804.650085449219, -316.997131347656, 1567.09826660156, -628.313232421875, -606.10009765625, 957.158508300781, -871.758239746094, -620.601440429688, 997.317565917969, -911.56982421875, -328.579010009766, 868.442993164062, -872.584716796875, -233.46257019043, 53.7857131958008, -661.438354492188, -364.412628173828, 464.670776367188, -733.085571289062, -335.074249267578, 36.8555526733398, -718.753234863281, -367.474975585938, 342.857116699219, -907.327941894531, -385.776397705078, 1335.75793457031, -810.065124511719, -398.320281982422, 685.190002441406, -637.323974609375, -303.563262939453, 36.9296607971191, -923.953247070312, -496.297302246094, 1218.65771484375, -658.202331542969, -519.713684082031, 1021.72772216797, -666.220520019531, -647.231323242188, 943.879089355469, -834.580139160156, -171.855331420898, 1079.57727050781, -1084.64575195312, -237.154586791992, 1101.79284667969
-958.541931152344, -235.814270019531, 1409.14697265625, -848.87890625, -221.105346679688, 1322.76879882812, -1543.82116699219, -98.2470016479492, 143.106750488281, -930.473876953125, -186.079360961914, 1529.26843261719, -1136.23461914062, -207.319854736328, 906.1806640625, -798.403930664062, 81.4732894897461, 1068.10461425781, -785.573059082031, -175.373947143555, 1592.01965332031, -535.808166503906, -64.2516098022461, 1217.439453125, -660.620300292969, 12.9920320510864, 1083.44677734375, -988.647766113281, -59.7148399353027, 874.446350097656, -1587.39135742188, -167.958267211914, 140.710220336914, -1194.6015625, -7.09616565704346, 396.735076904297, -1524.85998535156, -28.4772090911865, 65.0902557373047, -1400.94665527344, -53.5458030700684, 257.552947998047, -933.083740234375, -62.7922096252441, 1359.80480957031, -1141.35314941406, -5.72277069091797, 518.317016601562, -1444.330078125, 3.28541731834412, 39.1161193847656, -863.415100097656, 50.6348648071289, 1165.82482910156, -620.07275390625, -61.0775604248047, 1256.65063476562, -511.120910644531, -42.4740371704102, 1152.71142578125, -819.112854003906, -291.05078125, 70.3808059692383, -1041.53735351562, -348.811737060547, 1273.61059570312, -938.533813476562, -266.824035644531, 1521.13244628906, -1104.33959960938, -307.702362060547, 893.986999511719, -956.220947265625, -606.308959960938, 1066.59020996094, -799.229797363281, -324.526214599609, 1570.04602050781, -637.417663574219, -618.223937988281, 954.551025390625, -880.048095703125, -623.792114257812, 997.565002441406, -906.722778320312, -331.358367919922, 871.708374023438, -873.291198730469, -234.30158996582, 53.5736465454102, -659.527709960938, -362.638488769531, 464.176055908203, -731.404296875, -332.618927001953, 36.7998847961426, -717.345703125, -366.432006835938, 342.583160400391, -905.630310058594, -391.014923095703, 1338.41247558594, -805.900939941406, -398.066802978516, 686.292053222656, -636.448120117188, -299.395050048828, 37.1726913452148, -926.783020019531, -500.078735351562, 1220.41284179688, -663.382995605469, -531.649047851562, 1020.46844482422, -676.796264648438, -658.132873535156, 941.50439453125, -824.8046875, -178.272079467773, 1082.78784179688, -1078.13854980469, -235.606292724609, 1104.74914550781
-952.658020019531, -239.736175537109, 1412.58178710938, -842.2041015625, -228.013534545898, 1326.47705078125, -1531.86499023438, -93.0316925048828, 158.792221069336, -924.577880859375, -192.639297485352, 1532.62683105469, -1129.21264648438, -205.266311645508, 909.376098632812, -781.538635253906, 77.828010559082, 1076.6259765625, -779.788696289062, -183.005264282227, 1595.96044921875, -524.99072265625, -71.8479385375977, 1229.64453125, -645.04638671875, 7.19689178466797, 1094.08508300781, -977.696472167969, -61.607120513916, 877.316101074219, -1574.40979003906, -162.616561889648, 162.040176391602, -1170.96655273438, -2.2806224822998, 395.099487304688, -1519.28771972656, -27.5590381622314, 73.9808883666992, -1383.57238769531, -48.4357032775879, 265.819030761719, -921.173828125, -68.0350570678711, 1364.43383789062, -1118.87622070312, -2.7035973072052, 516.5595703125, -1442.75341796875, 3.1523118019104, 39.5517883300781, -847.230895996094, 46.7049865722656, 1173.58642578125, -610.042541503906, -68.9608917236328, 1267.21667480469, -497.539428710938, -50.7103576660156, 1166.70275878906, -818.723937988281, -290.896850585938, 70.2070617675781, -1039.19055175781, -348.865264892578, 1276.70910644531, -933.025146484375, -273.355987548828, 1524.17919921875, -1099.15246582031, -306.625701904297, 897.784851074219, -964.512573242188, -607.031494140625, 1067.76770019531, -794.19482421875, -331.991149902344, 1573.24975585938, -647.325866699219, -629.905822753906, 951.997314453125, -889.684020996094, -626.807189941406, 997.91064453125, -902.201049804688, -334.310241699219, 875.359680175781, -873.937133789062, -234.983139038086, 53.320384979248, -657.922729492188, -360.949615478516, 464.008392333984, -729.903869628906, -330.219116210938, 36.8412666320801, -716.855590820312, -365.788543701172, 342.822082519531, -904.549377441406, -396.283996582031, 1341.48706054688, -801.820129394531, -397.710113525391, 687.326171875, -635.511047363281, -294.901977539062, 37.4547348022461, -930.51025390625, -503.691040039062, 1222.66247558594, -669.334533691406, -543.377319335938, 1019.48645019531, -688.335876464844, -668.438842773438, 939.35107421875, -814.565063476562, -185.587982177734, 1086.79040527344, -1071.71142578125, -234.310073852539, 1108.025390625
-947.0078125, -243.757720947266, 1416.34020996094, -836.126892089844, -235.166198730469, 1330.41870117188, -1515.91198730469, -84.8998489379883, 175.79719543457, -918.860717773438, -199.164794921875, 1536.25073242188, -1122.12487792969, -203.167205810547, 912.583435058594, -765.867614746094, 74.4654846191406, 1085.54956054688, -774.159851074219, -190.600341796875, 1599.97351074219, -514.46728515625, -78.9612350463867, 1241.38903808594, -630.964782714844, 1.95673084259033, 1104.68041992188, -966.69580078125, -63.6315689086914, 880.527099609375, -1558.8876953125, -154.178802490234, 186.107025146484, -1143.63610839844, 2.25178694725037, 393.190307617188, -1509.94189453125, -25.542797088623, 84.8262252807617, -1363.01501464844, -41.5257720947266, 275.504425048828, -909.692443847656, -73.6376266479492, 1369.44299316406, -1094.71740722656, 0.247065544128418, 514.7412109375, -1440.951171875, 1.94351375102997, 39.4196014404297, -831.821350097656, 42.8835525512695, 1181.93701171875, -600.709106445312, -76.4274520874023, 1277.34020996094, -484.576843261719, -58.417293548584, 1180.36926269531, -818.313720703125, -290.781463623047, 69.9789047241211, -1036.94763183594, -348.797058105469, 1280.10852050781, -927.689270019531, -279.761810302734, 1527.494140625, -1094.2041015625, -305.511596679688, 901.759826660156, -973.1171875, -607.206237792969, 1069.13256835938, -789.370239257812, -339.308471679688, 1576.67858886719, -657.91845703125, -641.27880859375, 949.629516601562, -899.659912109375, -629.221435546875, 998.471130371094, -898.001647949219, -337.468200683594, 879.288391113281, -874.462097167969, -235.568313598633, 53.119197845459, -656.788757324219, -359.641418457031, 463.931365966797, -728.863403320312, -328.445983886719, 36.8145370483398, -716.398864746094, -365.398284912109, 343.003356933594, -903.918334960938, -401.441314697266, 1344.86486816406, -798.199951171875, -397.577178955078, 688.656616210938, -635.050231933594, -291.793090820312, 37.6274604797363, -934.707275390625, -506.895355224609, 1225.05847167969, -675.834106445312, -554.870300292969, 1018.71771240234, -700.8935546875, -678.106323242188, 937.478576660156, -804.683837890625, -193.329193115234, 1091.12243652344, -1065.21557617188, -233.239807128906, 1111.56530761719
-941.660095214844, -247.884521484375, 1420.19140625, -830.672302246094, -242.438385009766, 1334.53271484375, -1497.15222167969, -75.3134765625, 193.975708007812, -913.4267578125, -205.5185546875, 1540.03295898438, -1115.11560058594, -200.991424560547, 915.708435058594, -751.33251953125, 71.3147735595703, 1094.95385742188, -768.823181152344, -197.937484741211, 1604.03295898438, -504.542419433594, -85.615837097168, 1252.53051757812, -617.243713378906, -2.78642153739929, 1115.41040039062, -955.695556640625, -65.9419555664062, 883.995544433594, -1540.0927734375, -142.781890869141, 212.320022583008, -1113.91955566406, 6.51813173294067, 391.415924072266, -1497.32666015625, -24.1093482971191, 97.1695327758789, -1338.619140625, -33.6424369812012, 285.647644042969, -898.615112304688, -79.5282974243164, 1374.70983886719, -1069.14758300781, 3.30810523033142, 513.355773925781, -1437.98449707031, -1.03342032432556, 38.8600044250488, -817.416320800781, 39.018383026123, 1190.77038574219, -591.776672363281, -83.3898315429688, 1286.78698730469, -472.358734130859, -65.4733734130859, 1193.58264160156, -818.184326171875, -290.864166259766, 69.800048828125, -1034.85729980469, -348.568206787109, 1283.65515136719, -922.701049804688, -286.110809326172, 1531.04455566406, -1088.99353027344, -304.300354003906, 905.546997070312, -981.937866210938, -606.934387207031, 1070.67407226562, -784.751770019531, -346.568511962891, 1580.36010742188, -669.36279296875, -651.954284667969, 947.584899902344, -910.004028320312, -631.057250976562, 999.0166015625, -893.596862792969, -340.501190185547, 883.416137695312, -874.894287109375, -236.105834960938, 53.0195579528809, -655.89599609375, -358.527252197266, 463.958282470703, -728.458679199219, -327.642730712891, 36.8948020935059, -715.811950683594, -365.236450195312, 343.015655517578, -904.328063964844, -406.593841552734, 1348.49108886719, -794.893615722656, -397.860626220703, 690.041809082031, -634.958618164062, -290.889984130859, 38.040885925293, -939.235107421875, -509.931121826172, 1227.626953125, -683.168762207031, -565.982666015625, 1018.16729736328, -713.800842285156, -687.127868652344, 935.890563964844, -798.025024414062, -201.024887084961, 1094.95751953125, -1058.73278808594, -232.274139404297, 1115.21728515625
